21328, synchronisation
21429, synchronisation
21544, synchronisation
22287, synchronisation
22394, synchronisation
22499, synchronisation
31676, synchronisation
31802, synchronisation
40268, synchronisation
40356, synchronisation
40445, synchronisation
47863, bounce
53374, diveLowRight
54402, diveLowRight
55389, diveLowRight
56382, diveLowRight
57485, diveLowRight
59521, synchronisation
59627, synchronisation
60317, diveLowLeft
61581, diveLowLeft
62713, diveLowLeft
63707, diveLowLeft
64859, diveLowLeft
66315, synchronisation
66427, synchronisation
68402, diveHighRight
68998, pass
69835, diveHighRight
71816, diveHighRight
73386, diveHighRight
74923, diveHighRight
75551, pass
76672, diveHighRight
80462, synchronisation
80568, synchronisation
82085, diveHighLeft
84113, diveHighLeft
86212, jumpCatchRun
86657, pass
88472, diveHighLeft
90850, diveHighLeft
92363, synchronisation
92474, synchronisation
93479, synchronisation
93548, synchronisation
93608, synchronisation
93664, synchronisation
93717, synchronisation
93768, synchronisation
93819, synchronisation
100732, catchHand
101103, pass
101640, catchHand
101840, pass
102292, catchHand
102490, pass
102929, catchHand
103137, pass
103574, catchBody
103817, pass
104284, catchHand
104485, pass
104943, catchHand
105147, pass
105619, catchHand
105811, pass
106288, catchHand
106506, pass
106950, catchHand
107122, pass
107579, catchHand
107763, pass
108519, catchBody
108795, pass
109301, catchBody
109531, pass
110037, catchBody
110275, pass
110756, catchBody
111034, pass
111481, catchBody
111723, pass
112167, catchBody
112370, pass
113532, catchBody
113774, pass
114270, catchBody
114542, pass
115006, catchBody
116915, catchGround
117394, pass
118380, catchGround
118832, pass
119751, catchGround
121325, catchGround
121797, pass
122584, catchGround
123787, catchGround
124998, catchGround
126410, catchGround
127635, catchGround
128218, pass
128835, catchGround
129486, pass
130943, synchronisation
131047, synchronisation
137188, diveStandLowRight
139650, diveStandLowRight
142411, diveStandLowRight
144811, synchronisation
144918, synchronisation
147419, diveStandLowLeft
150307, diveStandLowLeft
152116, diveStandLowLeft
157038, diveStandLowLeft
161199, diveStandLowLeft
164008, diveStandLowLeft
166863, synchronisation
166955, synchronisation
170940, diveStandHighRight
174460, diveStandHighRight
177981, diveStandHighRight
180295, diveStandHighRight
181217, pass
182363, synchronisation
182455, synchronisation
185696, diveStandHighLeft
191124, diveStandHighLeft
195873, pass
197733, diveStandHighLeft
202320, synchronisation
202409, synchronisation
208483, jumpCatchStand
208884, pass
209370, jumpCatchStand
209697, pass
210116, jumpCatchStand
210451, pass
210838, jumpCatchStand
211174, pass
211564, jumpCatchStand
211880, pass
212349, jumpCatchStand
212656, pass
213175, jumpCatchStand
213474, pass
214057, jumpCatchStand
214346, pass
214821, jumpCatchStand
216968, jumpCatchStand
218403, jumpCatchStand
219053, pass
219991, synchronisation
220084, synchronisation
222436, jumpCatchRun
222890, pass
224198, jumpCatchRun
224535, pass
225744, jumpCatchRun
226116, pass
227178, jumpCatchRun
229552, jumpCatchRun
229917, pass
231244, jumpCatchRun
231541, pass
232675, jumpCatchRun
232915, pass
234114, jumpCatchRun
234419, pass
235810, jumpCatchRun
236121, pass
237409, jumpCatchRun
237752, pass
238478, synchronisation
238590, synchronisation
244171, ballPickUp
244943, bounce
247280, throwLow
247949, jumpCatchRun
248709, throwLow
249843, ballPickUp
250289, throwLow
250990, catchHand
251667, throwLow
252329, catchBody
253041, throwLow
253674, catchBody
254443, throwLow
255141, ballPickUp
255769, bounce
255891, bounce
256416, throwLow
257162, catchBody
257897, throwLow
259485, bounce
259846, throwLow
260710, jumpCatchRun
262138, throwLow
264558, throwHigh
265796, ballPickUp
266499, throwHigh
267933, jumpCatchRun
269075, ballPickUp
271312, synchronisation
271416, synchronisation
271938, ballPickUp
272617, throwHigh
273692, ballPickUp
274736, throwHigh
275918, ballPickUp
276860, throwHigh
278801, catchHand
279820, throwHigh
280879, ballPickUp
281732, throwHigh
283085, catchHand
283794, throwHigh
287574, ballPickUp
289198, throwHigh
290819, ballPickUp
291902, throwHigh
293341, synchronisation
293441, synchronisation
327021, shortDiveRight
327826, synchronisation
327908, synchronisation
328451, shortDiveRight
328637, pass
329043, shortDiveRight
329270, pass
329642, shortDiveRight
329818, pass
330216, shortDiveRight
330448, pass
330803, shortDiveRight
331012, pass
331735, shortDiveLeft
332289, shortDiveLeft
332924, shortDiveLeft
333470, shortDiveLeft
333992, shortDiveLeft
337977, synchronisation
338059, synchronisation
347053, shortSprint
349804, shortSprint
350545, synchronisation
350640, synchronisation
352027, longSprint
355492, longSprint
363994, ballPickUp
364255, bounce
365235, synchronisation
365333, synchronisation
369189, ballPickUp
369595, bounce
370472, kickBody
372631, ballPickUp
373770, kickBody
375371, bounce
376404, kickBody
377917, kickBody
379056, ballPickUp
380330, kickBody
381846, bounce
383132, kickBody
384074, ballPickUp
385186, bounce
386227, kickBody
387132, ballPickUp
388638, kickBody
390827, bounce
391631, kickBody
393053, bounce
393736, kickBody
395249, catchBody
397532, kickBody
399913, bounce
400523, kickBody
402646, jumpCatchRun
404231, kickBody
409168, synchronisation
409257, synchronisation
411759, kickGround
414328, kickGround
417060, kickGround
418298, ballPickUp
419587, kickGround
420910, jumpCatchRun
422289, kickGround
425008, kickGround
426613, ballPickUp
427703, kickGround
429119, ballPickUp
430208, kickGround
434558, kickGround
436399, ballPickUp
436918, pass
440047, kickGround
444565, synchronisation
444671, synchronisation
451834, synchronisation
451933, synchronisation
460243, synchronisation
460336, synchronisation
47818 - 47964, bounce
53241 - 53492, diveLowRight
54320 - 54497, diveLowRight
55337 - 55473, diveLowRight
